"gene_symbol","geneid","ensemblid","geneNcbiType","uniprotids","protein_class_name","disease_name","diseaseType","diseaseUMLSCUI","score","yearInitial","yearFinal","numPMIDs","evidence_index"
"TSPAN8",7103,"ENSG00000127324","protein-coding","P19075","","Schizophrenias","disease","C0036341",0.5,2010,2010,1,1
"C1QB",713,"ENSG00000173369","protein-coding","A0A024RAB9; P02746","","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"BRAP",8315,"ENSG00000089234","protein-coding","Q59H81; Q7Z569","","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"MEGF10",84466,"ENSG00000145794","protein-coding","Q96KG7","Extracellular structure","Schizophrenias","disease","C0036341",0.5,2008,2008,1,1
"EFCAB11",90141,"ENSG00000140025","protein-coding","Q9BUY7","Calcium-binding protein","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"C14orf28",122525,"ENSG00000179476","protein-coding","Q4W4Y0","","Bipolar Disorders","disease","C0005586",0.5,2011,2011,1,1
"MFGE8",4240,"ENSG00000140545","protein-coding","B4E396; B3KTQ2; Q08431; H0YKB5; A0A8Q3SIZ9","Enzyme","Bipolar Disorders","disease","C0005586",0.5,2006,2006,1,1
"SPR",6697,"ENSG00000116096","protein-coding","P35270","","Bipolar Disorders","disease","C0005586",0.5,2009,2009,1,1
"IFT27",11020,"ENSG00000100360","protein-coding","Q9BW83","","Bipolar Disorders","disease","C0005586",0.5,2012,2012,1,1
"ADRA2C",152,"ENSG00000184160","protein-coding","Q4W594; P18825","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.5,1994,1994,1,1
"AKT2",208,"ENSG00000105221","protein-coding","P31751; B4DG79","Kinase","Bipolar Disorders","disease","C0005586",0.5,2010,2010,1,1
"MLC1",23209,"ENSG00000100427","protein-coding","Q15049","Ion channel","Bipolar Disorders","disease","C0005586",0.5,2005,2005,1,1
"CACNG5",27091,"ENSG00000075429","protein-coding","Q9UF02","Ion channel","Bipolar Disorders","disease","C0005586",0.5,2011,2011,1,1
"PLCXD3",345557,"ENSG00000182836","protein-coding","B3KXD1; Q63HM9","","Bipolar Disorders","disease","C0005586",0.5,2014,2014,1,1
"ARRB2",409,"ENSG00000141480","protein-coding","Q59EM5; P32121; K7ENA6; Q68DZ5","Enzyme modulator","Bipolar Disorders","disease","C0005586",0.5,2008,2008,1,1
"PDE9A",5152,"ENSG00000160191","protein-coding","O76083; A0A0S2Z4T6; A0A0S2Z475; A0A0S2Z4A3","","Bipolar Disorders","disease","C0005586",0.5,2000,2000,1,1
"SRRT",51593,"ENSG00000087087","protein-coding","Q9BXP5","","Bipolar Disorders","disease","C0005586",0.5,2011,2011,1,1
"LHX5",64211,"ENSG00000089116","protein-coding","Q9H2C1","Nucleic acid binding","Bipolar Disorders","disease","C0005586",0.5,2003,2003,1,1
"USP46",64854,"ENSG00000109189","protein-coding","P62068","Enzyme","Bipolar Disorders","disease","C0005586",0.5,2010,2010,1,0
"SLC1A1",6505,"ENSG00000106688","protein-coding","P43005","Transporter","Bipolar Disorders","disease","C0005586",0.5,2002,2002,1,1
"BRCA2",675,"ENSG00000139618","protein-coding","P51587","Nucleic acid binding","Bipolar Disorders","disease","C0005586",0.5,2010,2010,1,1
"YWHAH",7533,"ENSG00000128245","protein-coding","Q04917; Q9H4N8","Chaperone","Bipolar Disorders","disease","C0005586",0.5,2009,2009,1,1
"VAPA",9218,"ENSG00000101558","protein-coding","Q9P0L0","Transporter","Bipolar Disorders","disease","C0005586",0.5,2008,2008,1,1
"HOXD11",3237,"ENSG00000128713","protein-coding","P31277","","Childhood autism","disease","C0004352",0.5,2010,2010,1,1
"IGFBP3",3486,"ENSG00000146674","protein-coding","B3KPF0; P17936","Enzyme modulator","Childhood autism","disease","C0004352",0.5,2007,2007,1,1
"ASIC2",40,"ENSG00000108684","protein-coding","Q16515","Ion channel","Childhood autism","disease","C0004352",0.5,2007,2007,1,0
"NPAS2",4862,"ENSG00000170485","protein-coding","Q99743; A2I2P5","","Childhood autism","disease","C0004352",0.5,2007,2007,1,1
"POLG",5428,"ENSG00000140521","protein-coding","E5KNU5; P54098","Enzyme","Childhood autism","disease","C0004352",0.5,2021,2021,1,1
"RPE65",6121,"ENSG00000116745","protein-coding","Q16518","Enzyme","Childhood autism","disease","C0004352",0.5,2020,2021,2,1
"ROBO3",64221,"ENSG00000154134","protein-coding","Q96MS0","Receptor","Childhood autism","disease","C0004352",0.5,2008,2008,1,1
"TDO2",6999,"ENSG00000151790","protein-coding","P48775","Enzyme","Childhood autism","disease","C0004352",0.5,2004,2004,1,1
"TRPC4",7223,"ENSG00000133107","protein-coding","Q9UBN4","Ion channel","Childhood autism","disease","C0004352",0.5,NA,NA,0,1
"UBE2H",7328,"ENSG00000186591","protein-coding","A4D1L5; P62256; A0A3B3IU20","","Childhood autism","disease","C0004352",0.5,2003,2003,1,1
"NCOR1",9611,"ENSG00000141027","protein-coding","H0Y459; A0A994J5B8; Q6PGR4; O75376","Transcription factor","Childhood autism","disease","C0004352",0.5,2021,2021,1,1
"SFRP1",6422,"ENSG00000104332","protein-coding","Q8N474","","Depression","disease","C0011570",0.5,2009,2009,1,1
"CSMD2",114784,"ENSG00000121904","protein-coding","Q7Z408","","Depression","disease","C0011570",0.5,2012,2012,1,1
"PFKFB3",5209,"ENSG00000170525","protein-coding","B7Z8A0; Q16875","Kinase","Depression","disease","C0011570",0.5,2013,2013,1,1
"PLEKHA6",22874,"ENSG00000143850","protein-coding","Q9Y2H5","","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"DKK3",27122,"ENSG00000050165","protein-coding","Q9UBP4; F6SYF8","","Schizophrenias","disease","C0036341",0.5,2005,2005,1,1
"MCAT",27349,"ENSG00000100294","protein-coding","Q8IVS2","","Schizophrenias","disease","C0036341",0.5,2003,2003,1,1
"H1-4",3008,"ENSG00000168298","protein-coding","A3R0T8; P10412","Nucleic acid binding","Schizophrenias","disease","C0036341",0.5,2015,2015,1,1
"HLA-J",3137,"ENSG00000290574","pseudo","","","Schizophrenias","disease","C0036341",0.5,2013,2013,1,1
"DLG2-AS1",100302690,"","ncRNA","","","Schizophrenias","disease","C0036341",0.5,2003,2003,1,1
"MIR2682",100616452,"ENSG00000284247","ncRNA","","","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"SRSF10",10772,"ENSG00000188529","protein-coding","Q5JRI1; O75494; B3KNY6; A0A0S2Z504","Nucleic acid binding","Schizophrenias","disease","C0036341",0.5,2015,2015,1,1
"PTPN21",11099,"ENSG00000070778","protein-coding","Q16825","","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"MACROD2",140733,"ENSG00000172264","protein-coding","A1Z1Q3","","Schizophrenias","disease","C0036341",0.5,2011,2018,2,1
"CNIH3",149111,"ENSG00000143786","protein-coding","Q8TBE1","Signaling","Schizophrenias","disease","C0036341",0.5,2012,2012,1,0
"EN1",2019,"ENSG00000163064","protein-coding","Q05925","Transcription factor","Schizophrenias","disease","C0036341",0.5,2008,2008,1,1
"ALDH3A1",218,"ENSG00000108602","protein-coding","I3L3I9; P30838; Q6PKA6","","Schizophrenias","disease","C0036341",0.5,2004,2004,1,1
"ST3GAL1",6482,"ENSG00000008513","protein-coding","Q11201","","Schizophrenias","disease","C0036341",0.5,2008,2008,1,1
"BTC",685,"ENSG00000174808","protein-coding","A0A0S2Z3I5; A0A0S2Z437; P35070","","Schizophrenias","disease","C0036341",0.5,2010,2010,1,1
"APOL4",80832,"ENSG00000100336","protein-coding","Q9BPW4","Transporter","Schizophrenias","disease","C0036341",0.5,NA,NA,0,NA
"TNFSF13",8741,"ENSG00000161955","protein-coding","O75888; Q2QBA2; B3KR02","","Schizophrenias","disease","C0036341",0.5,2012,2012,1,1
"NAV1",89796,"ENSG00000134369","protein-coding","Q8NEY1","","Schizophrenias","disease","C0036341",0.5,2011,2011,1,0
"MIR219A2",407003,"ENSG00000284185","ncRNA","","","Schizophrenias","disease","C0036341",0.5,2012,2012,1,1
"MC5R",4161,"ENSG00000176136","protein-coding","P33032","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.5,2009,2009,1,1
"NPY1R",4886,"ENSG00000164128","protein-coding","P25929","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.5,2004,2004,1,1
"PCDH8",5100,"ENSG00000136099","protein-coding","O95206","","Schizophrenias","disease","C0036341",0.5,2002,2002,1,1
"KMT5B",51111,"ENSG00000110066","protein-coding","A0A8V8TQB9; B7WNX0; C9J6S5; Q4FZB7; B7Z5N2","Epigenetic regulator","Schizophrenias","disease","C0036341",0.5,NA,NA,0,1
"PAG1",55824,"ENSG00000076641","protein-coding","Q9NWQ8","","Schizophrenias","disease","C0036341",0.5,2011,2011,1,0.5
"RIMS3",9783,"ENSG00000117016","protein-coding","Q9UJD0","Enzyme modulator","Schizophrenias","disease","C0036341",0.5,2009,2009,1,0
"PNPO",55163,"ENSG00000108439","protein-coding","Q9NVS9; V9HW45","Enzyme","Schizophrenias","disease","C0036341",0.5,2007,2007,1,1
"CHRNA4",1137,"ENSG00000101204","protein-coding","P43681; Q4VAQ3; Q59FV0; B4DK78","Ion channel","Childhood autism","disease","C0004352",0.5,2004,2004,1,1
"ACSL4",2182,"ENSG00000068366","protein-coding","O60488; Q8TAF6","Enzyme","Depression","disease","C0011570",0.5,2004,2004,1,1
"MLLT3",4300,"ENSG00000171843","protein-coding","A0A0S2Z448; P42568","Nucleic acid binding","Bipolar Disorders","disease","C0005586",0.5,2011,2011,1,1
"REEP3",221035,"ENSG00000165476","protein-coding","X5DR89; Q6NUK4; X5DP57","Transporter","Childhood autism","disease","C0004352",0.5,2007,2007,1,1
"HNRNPUL2",221092,"ENSG00000214753","protein-coding","Q1KMD3","","Childhood autism","disease","C0004352",0.5,2022,2022,1,1
"SLC40A1",30061,"ENSG00000138449","protein-coding","Q9NP59","Transporter","Childhood autism","disease","C0004352",0.5,2004,2004,1,1
"IL15",3600,"ENSG00000164136","protein-coding","P40933","","Childhood autism","disease","C0004352",0.5,2008,2008,1,1
"MYO1D",4642,"ENSG00000176658","protein-coding","J3KRL0; O94832; Q8N618; J3QRN6","Cellular structure","Childhood autism","disease","C0004352",0.5,2007,2007,1,0
"CNTN3",5067,"ENSG00000113805","protein-coding","Q9P232","","Childhood autism","disease","C0004352",0.5,2008,2008,1,1
"PDE4B",5142,"ENSG00000184588","protein-coding","Q07343; X5DNX5; X5DR82; Q59GM8; Q68CX5","","Childhood autism","disease","C0004352",0.5,2007,2007,1,1
"SNTG2",54221,"ENSG00000172554","protein-coding","Q9NY99","","Childhood autism","disease","C0004352",0.5,2007,2007,1,1
"ROBO4",54538,"ENSG00000154133","protein-coding","B4DYV8; Q8WZ75","Receptor","Childhood autism","disease","C0004352",0.5,2008,2008,1,1
"PHIP",55023,"ENSG00000146247","protein-coding","Q8WWQ0; A0A8V8TPV5","Epigenetic regulator","Childhood autism","disease","C0004352",0.5,2021,2021,1,1
"TCF20",6942,"ENSG00000100207","protein-coding","W5ZR30; Q9UGU0","Transcription factor","Childhood autism","disease","C0004352",0.5,2021,2021,1,1
"TNFRSF1B",7133,"ENSG00000028137","protein-coding","P20333","","Childhood autism","disease","C0004352",0.5,2005,2005,1,1
"PIP4K2C",79837,"ENSG00000166908","protein-coding","B3KQV3; Q8TBX8","Kinase","Bipolar Disorders","disease","C0005586",0.5,2005,2005,1,1
"CALR",811,"ENSG00000179218","protein-coding","V9HW88; P27797","Calcium-binding protein","Bipolar Disorders","disease","C0005586",0.5,2009,2009,1,1
"FGF17",8822,"ENSG00000158815","protein-coding","O60258; A0A7U3JVY9","Signaling","Bipolar Disorders","disease","C0005586",0.5,2009,2009,1,1
"TMSB10",9168,"ENSG00000034510","protein-coding","P63313","","Bipolar Disorders","disease","C0005586",0.5,2012,2012,1,1
"DCLK1",9201,"ENSG00000133083","protein-coding","A0A9L9PXT2; O15075; Q5VZY9; B7Z5K4","Kinase","Bipolar Disorders","disease","C0005586",0.5,2012,2012,1,1
"EHHADH",1962,"ENSG00000113790","protein-coding","Q08426","Enzyme","Bipolar Disorders","disease","C0005586",0.5,2005,2005,1,1
"FGFR2",2263,"ENSG00000066468","protein-coding","D2CGD1; P21802; A0A141AXF1; S4R381","Kinase","Bipolar Disorders","disease","C0005586",0.5,2012,2012,1,1
"SEZ6L",23544,"ENSG00000100095","protein-coding","B7ZLJ8; Q9BYH1","","Bipolar Disorders","disease","C0005586",0.5,2013,2013,1,1
"CNTNAP2",26047,"ENSG00000174469","protein-coding","A0A090N7T7; Q9UHC6; B2RCH4","","Bipolar Disorders","disease","C0005586",0.5,2010,2010,1,1
"ACADS",35,"ENSG00000122971","protein-coding","E5KSD5; B4DUH1; E9PE82; P16219","","Bipolar Disorders","disease","C0005586",0.5,2014,2014,1,1
"LDHA",3939,"ENSG00000134333","protein-coding","P00338; V9HWB9","Enzyme","Bipolar Disorders","disease","C0005586",0.5,2013,2013,1,1
"MTHFD1",4522,"ENSG00000100714","protein-coding","P11586","Enzyme","Bipolar Disorders","disease","C0005586",0.5,2007,2007,1,1
"MTR",4548,"ENSG00000116984","protein-coding","Q99707","","Bipolar Disorders","disease","C0005586",0.5,2007,2007,1,1
"ROR1",4919,"ENSG00000185483","protein-coding","Q01973","Kinase","Bipolar Disorders","disease","C0005586",0.5,2011,2011,1,1
"PGAM1",5223,"ENSG00000171314","protein-coding","B7Z9E5; Q6FHU2; P18669","","Bipolar Disorders","disease","C0005586",0.5,2013,2013,1,0
"MBD5",55777,"ENSG00000204406","protein-coding","Q9P267","","Bipolar Disorders","disease","C0005586",0.5,2014,2014,1,1
"RASGRF1",5923,"ENSG00000058335","protein-coding","A8K270; Q13972; Q8IUU5","Enzyme modulator","Bipolar Disorders","disease","C0005586",0.5,2010,2010,1,1
"BCL9",607,"ENSG00000116128","protein-coding","Q1JQ81; O00512","","Bipolar Disorders","disease","C0005586",0.5,2011,2011,1,1
"ST3GAL1",6482,"ENSG00000008513","protein-coding","Q11201","","Bipolar Disorders","disease","C0005586",0.5,2008,2008,1,1
"SLC1A6",6511,"ENSG00000105143","protein-coding","B7Z7Q5; P48664","Transporter","Bipolar Disorders","disease","C0005586",0.5,2002,2002,1,1
"FGF17",8822,"ENSG00000158815","protein-coding","A0A7U3JVY9; O60258","Signaling","Depression","disease","C0011570",0.5,2009,2009,1,1
"TBX19",9095,"ENSG00000143178","protein-coding","B3KRD9; O60806","Transcription factor","Depression","disease","C0011570",0.5,2007,2007,1,1
"GSTT1",2952,"","protein-coding","Q4GZS9; A0A0G2JRQ5; P30711; A0A0G2JRN4; Q4W251","","Depression","disease","C0011570",0.5,2008,2008,1,1
"NPAS2",4862,"ENSG00000170485","protein-coding","A2I2P5; Q99743","","Depression","disease","C0011570",0.5,2010,2010,1,1
"OAS2",4939,"ENSG00000111335","protein-coding","P29728; Q7Z6D0","Enzyme","Depression","disease","C0011570",0.5,2012,2012,1,1
"PPP3CC",5533,"ENSG00000120910","protein-coding","P48454","","Depression","disease","C0011570",0.5,2009,2009,1,1
"PKNOX2",63876,"ENSG00000165495","protein-coding","","Enzyme","Schizophrenias","disease","C0036341",0.5,2012,2012,1,1
"SDHA",6389,"ENSG00000073578","protein-coding","P31040; D6RFM5","Enzyme","Schizophrenias","disease","C0036341",0.5,2010,2010,1,0
"SPTBN2",6712,"ENSG00000173898","protein-coding","O15020","","Schizophrenias","disease","C0036341",0.5,2008,2008,1,1
"KLF5",688,"ENSG00000102554","protein-coding","Q5T6X2; Q13887","Nucleic acid binding","Schizophrenias","disease","C0036341",0.5,2008,2008,1,1
"TAPBP",6892,"ENSG00000231925","protein-coding","O15533; A0A0A0MT98; A0A024RCT1; A0A0A0MSV9","Receptor","Schizophrenias","disease","C0036341",0.5,2009,2009,1,1
"PANK2",80025,"ENSG00000125779","protein-coding","Q9BZ23; Q6P1K9","Kinase","Schizophrenias","disease","C0036341",0.5,2012,2012,1,1
"LMAN2L",81562,"ENSG00000114988","protein-coding","Q9H0V9; B4E308; B4DVH1; B4DI83","Transporter","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"MCHR2",84539,"ENSG00000152034","protein-coding","Q969V1","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.5,2009,2009,1,1
"KDM2B",84678,"ENSG00000089094","protein-coding","Q8NHM5; B4DSN4","Epigenetic regulator","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"CGNL1",84952,"ENSG00000128849","protein-coding","Q0VF96","","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"UNC5C",8633,"ENSG00000182168","protein-coding","A8K385; O95185","Receptor","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"PCK1",5105,"ENSG00000124253","protein-coding","P35558","Kinase","Schizophrenias","disease","C0036341",0.5,2008,2008,1,1
"PI4K2B",55300,"ENSG00000038210","protein-coding","G5E9Z4; Q8TCG2","Enzyme","Schizophrenias","disease","C0036341",0.5,2009,2009,1,0
"WDR11",55717,"ENSG00000120008","protein-coding","Q9BZH6","","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"SEPTIN11",55752,"ENSG00000138758","protein-coding","Q9NVA2; A0A384P5S0","Enzyme modulator","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"MCTP2",55784,"ENSG00000140563","protein-coding","Q6DN12","","Schizophrenias","disease","C0036341",0.5,2009,2009,1,1
"BAG1",573,"ENSG00000107262","protein-coding","Q99933","","Schizophrenias","disease","C0036341",0.5,2013,2013,1,1
"PTGER3",5733,"ENSG00000050628","protein-coding","P43115; O00325","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.5,2012,2012,1,1
"MIR497",574456,"ENSG00000284027","ncRNA","","","Schizophrenias","disease","C0036341",0.5,2013,2013,1,1
"PTPN6",5777,"ENSG00000111679","protein-coding","Q53XS4; P29350","","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"RBP1",5947,"ENSG00000114115","protein-coding","P09455; A0A0A0MQT0","","Schizophrenias","disease","C0036341",0.5,2009,2009,1,1
"RIMS2",9699,"ENSG00000176406","protein-coding","A0A8Q3SJ53; F8W6W8; A0A994J503; A0A994J5M6; A0A994J7W6; Q9UQ26; A0A8Q3SIU4","Enzyme modulator","Schizophrenias","disease","C0036341",0.5,2009,2009,1,0
"HSPA12A",259217,"ENSG00000165868","protein-coding","O43301; A0A1B0GTF3; B7Z2M8; A0A6I8PLB1","","Schizophrenias","disease","C0036341",0.5,2004,2004,1,0
"SBNO2",22904,"ENSG00000064932","protein-coding","Q9Y2G9","Enzyme","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"LARS2",23395,"ENSG00000011376","protein-coding","Q15031","Enzyme","Schizophrenias","disease","C0036341",0.5,2005,2005,1,1
"PDSS1",23590,"ENSG00000148459","protein-coding","Q5T2R2","","Schizophrenias","disease","C0036341",0.5,NA,NA,0,1
"GABRA4",2557,"ENSG00000109158","protein-coding","P48169; X5D7F5","Ion channel","Schizophrenias","disease","C0036341",0.5,2010,2010,1,1
"IL17C",27189,"ENSG00000124391","protein-coding","Q9P0M4","","Schizophrenias","disease","C0036341",0.5,2000,2000,1,1
"GPS1",2873,"ENSG00000169727","protein-coding","A0A096LPJ3; A0A096LP07; C9JFE4; A0A9L9PXT0; Q13098","","Schizophrenias","disease","C0036341",0.5,2008,2008,1,1
"IL19",29949,"ENSG00000142224","protein-coding","Q9UHD0","","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"KCNJ3",3760,"ENSG00000162989","protein-coding","D2XBF0; D2X9V0; P48549","Ion channel","Schizophrenias","disease","C0036341",0.5,2012,2012,1,1
"MIR107",406901,"ENSG00000198997","ncRNA","","","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"PLA2G4B",100137049,"ENSG00000243708","protein-coding","P0C869","","Schizophrenias","disease","C0036341",0.5,2005,2005,1,1
"HNRNPA3P1",10151,"","pseudo","","","Schizophrenias","disease","C0036341",0.5,2005,2005,1,1
"CDKN1C",1028,"ENSG00000129757","protein-coding","P49918","","Schizophrenias","disease","C0036341",0.5,2008,2008,1,1
"CDC42EP3",10602,"ENSG00000163171","protein-coding","Q9UKI2","","Schizophrenias","disease","C0036341",0.5,2010,2010,1,1
"BTBD9",114781,"ENSG00000183826","protein-coding","Q96Q07","","Schizophrenias","disease","C0036341",0.5,2013,2013,1,1
"CLVS2",134829,"ENSG00000146352","protein-coding","Q5SYC1","Transporter","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"R3HDML",140902,"ENSG00000101074","protein-coding","Q9H3Y0","Immune response","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"EML5",161436,"ENSG00000165521","protein-coding","Q05BV3","","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"SNX31",169166,"ENSG00000174226","protein-coding","Q8N9S9","","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"JAG1",182,"ENSG00000101384","protein-coding","Q99740; P78504","","Schizophrenias","disease","C0036341",0.5,2010,2010,1,1
"GNB3",2784,"ENSG00000111664","protein-coding","P16520; F1T0G5; E9PCP0","Enzyme","Bipolar Disorders","disease","C0005586",0.5,2010,2010,1,1
"GSS",2937,"ENSG00000100983","protein-coding","V9HWJ1; P48637","Enzyme","Schizophrenias","disease","C0036341",0.5,NA,NA,0,0
"TLE1",7088,"ENSG00000196781","protein-coding","Q04724; Q59EF7; B4DEF9","Transcription factor","Depression","disease","C0011570",0.5,2007,2007,1,1
"SLC29A3",55315,"ENSG00000198246","protein-coding","Q9BZD2","Transporter","Depression","disease","C0011570",0.5,2010,2010,1,1
"COP1",64326,"ENSG00000143207","protein-coding","X5DNY7; Q8NHY2; X5D7N8","","Childhood autism","disease","C0004352",0.5,2009,2009,1,1
"TCF7L2",6934,"ENSG00000148737","protein-coding","Q6FHW4; C6ZRJ7; A0A0A0MTL7; Q5VVR7; C6ZRK2; C6ZRK5; Q9NQB0; C6ZRK1; A0A994J711","","Childhood autism","disease","C0004352",0.5,2021,2021,2,1
"FOXN1",8456,"ENSG00000109101","protein-coding","O15353","","Childhood autism","disease","C0004352",0.5,2021,2021,1,1
"HIF1A",3091,"ENSG00000100644","protein-coding","Q16665; D0VY79","Transcription factor","Bipolar Disorders","disease","C0005586",0.5,2013,2013,1,1
"ITGAM",3684,"ENSG00000169896","protein-coding","P11215","","Bipolar Disorders","disease","C0005586",0.5,2010,2010,1,1
"MIR206",406989,"ENSG00000207604","ncRNA","","","Bipolar Disorders","disease","C0005586",0.5,2014,2014,1,1
"MMP10",4319,"ENSG00000166670","protein-coding","P09238","Enzyme","Bipolar Disorders","disease","C0005586",0.5,2014,2014,1,1
"PFKFB3",5209,"ENSG00000170525","protein-coding","Q16875; B7Z8A0","Kinase","Bipolar Disorders","disease","C0005586",0.5,2013,2013,1,1
"SEPTIN11",55752,"ENSG00000138758","protein-coding","A0A384P5S0; Q9NVA2","Enzyme modulator","Bipolar Disorders","disease","C0005586",0.5,2011,2011,1,1
"SLC17A6",57084,"ENSG00000091664","protein-coding","Q9P2U8","Transporter","Bipolar Disorders","disease","C0005586",0.5,2009,2009,1,1
"BID",637,"ENSG00000015475","protein-coding","B3KT21; B2ZP79; P55957; A8ASI8","","Bipolar Disorders","disease","C0005586",0.5,2012,2012,1,1
"NOD2",64127,"ENSG00000167207","protein-coding","A0A286YF65; Q9HC29","Enzyme","Bipolar Disorders","disease","C0005586",0.5,2014,2014,1,1
"SFRP1",6422,"ENSG00000104332","protein-coding","Q8N474","","Bipolar Disorders","disease","C0005586",0.5,2009,2009,1,1
"TPO",7173,"ENSG00000115705","protein-coding","Q502Y3; Q6P534; P07202","Enzyme","Bipolar Disorders","disease","C0005586",0.5,2007,2007,1,1
"VIPR2",7434,"ENSG00000106018","protein-coding","X5DP12; X5D7Q6; P41587","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.5,2010,2010,1,1
"TOM1",10043,"ENSG00000100284","protein-coding","O60784; B3KUF5","","Bipolar Disorders","disease","C0005586",0.5,2008,2008,1,1
"MIR2682",100616452,"ENSG00000284247","ncRNA","","","Bipolar Disorders","disease","C0005586",0.5,2014,2014,1,1
"LBX1",10660,"ENSG00000138136","protein-coding","P52954","Transcription factor","Bipolar Disorders","disease","C0005586",0.5,2003,2003,1,1
"CPLX1",10815,"ENSG00000168993","protein-coding","O14810","","Bipolar Disorders","disease","C0005586",0.5,2004,2004,1,1
"CNR2",1269,"ENSG00000188822","protein-coding","P34972","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.5,2011,2011,1,1
"CRHR2",1395,"ENSG00000106113","protein-coding","A0A090N7T4; Q13324","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.5,2007,2007,1,1
"CSRP1",1465,"ENSG00000159176","protein-coding","P21291; A0A384P5K2; B4DY28","Cellular structure","Bipolar Disorders","disease","C0005586",0.5,2012,2012,1,1
"DLX1",1745,"ENSG00000144355","protein-coding","P56177; X5D2F9","Transcription factor","Bipolar Disorders","disease","C0005586",0.5,2003,2003,1,1
"SP8",221833,"ENSG00000164651","protein-coding","A8K350; Q8IXZ3","Nucleic acid binding","Bipolar Disorders","disease","C0005586",0.5,2013,2013,1,1
"ATF5",22809,"ENSG00000169136","protein-coding","Q9Y2D1","","Bipolar Disorders","disease","C0005586",0.5,2007,2007,1,1
"STAB1",23166,"ENSG00000010327","protein-coding","Q9NY15","","Bipolar Disorders","disease","C0005586",0.5,2014,2014,1,1
"DOCK9",23348,"ENSG00000088387","protein-coding","B3KXE2; B7Z2G6; A0A0A0MT38; A6H8Z6; Q9BZ29; B9EG73","Enzyme modulator","Bipolar Disorders","disease","C0005586",0.5,2007,2007,1,1
"AFG1L",246269,"ENSG00000135537","protein-coding","Q8WV93","","Bipolar Disorders","disease","C0005586",0.5,2010,2010,1,1
"CBLIF",2694,"ENSG00000134812","protein-coding","P27352","","Bipolar Disorders","disease","C0005586",0.5,2015,2015,1,1
"GPR78",27201,"ENSG00000155269","protein-coding","Q96P69; B2R7M4","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.5,2006,2006,1,1
"CHD3",1107,"ENSG00000170004","protein-coding","Q12873; A0A8V8TR54; Q2TAZ1; B3KWV4","","Childhood autism","disease","C0004352",0.5,2021,2021,1,1
"RIMS1",22999,"ENSG00000079841","protein-coding","Q3ZCW0; B7Z7W2; B7Z9Z3; Q86UR5","Enzyme modulator","Childhood autism","disease","C0004352",0.5,2015,2015,1,1
"GHR",2690,"ENSG00000112964","protein-coding","P10912; A0A087X162; A0A087X0H5","Signaling","Childhood autism","disease","C0004352",0.5,2007,2007,1,1
"STXBP6",29091,"ENSG00000168952","protein-coding","Q8NFX7","Transporter","Childhood autism","disease","C0004352",0.5,2010,2010,1,1
"GZMB",3002,"ENSG00000100453","protein-coding","P10144; J3KQ52; Q6XGZ4; Q67BC3","Enzyme","Childhood autism","disease","C0004352",0.5,2009,2009,1,1
"HDLBP",3069,"ENSG00000115677","protein-coding","B2R5V9; Q00341; A0A024R4E5","","Childhood autism","disease","C0004352",0.5,2009,2009,1,1
"HTR5A",3361,"ENSG00000157219","protein-coding","P47898; A4D2N2","G-protein coupled receptor","Childhood autism","disease","C0004352",0.5,2007,2007,1,1
"FZD4",8322,"ENSG00000174804","protein-coding","Q9ULV1","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.5,2005,2005,1,1
"CCKAR",886,"ENSG00000163394","protein-coding","P32238","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.5,2012,2012,1,1
"ARHGEF10",9639,"ENSG00000104728","protein-coding","O15013","Enzyme","Bipolar Disorders","disease","C0005586",0.5,2009,2009,1,1
